title,sales_price,low_estimate,high_estimate,signature,size,created,medium,auction_lot,auction_house,auction_date
Heaven,"$456,000","$250,000","$350,000",Signed,"59.20"" x 145.50""",1986,Oil / Canvas,36,Sotheby's New York,05/13/2003
Who am I ?,"$297,700",n/a,"$248,090",Inscribed,"22.05"" x 79.92""",1979,Acrylic,40,"Sotheby's London, New Bond Street",02/06/2003
Gray Black Skinny Sex,-not sold-,"$30,000","$40,000",Signed on Reverse,"23.10"" x 29.10""",1979,Pastel / Paper,112,"Christie's New York, Rockefeller Center",11/14/2002
Blank,"$207,500","$70,000","$90,000",Signed on Reverse,"8.50"" x 8.00""",1963,Gouache / Board,133,"Christie's New York, Rockefeller Center",11/14/2002
Spasm,"$295,500","$250,000","$350,000",Signed on Reverse,"60.00"" x 54.00""",1987,Acrylic / Canvas,190,"Christie's New York, Rockefeller Center",11/14/2002
War Surplus,"$1,439,500","$1,500,000","$2,000,000",Unsigned,"71.00"" x 66.40""",1962,Oil / Canvas,18,"Christie's New York, Rockefeller Center",11/13/2002
Desire,"$1,769,500","$1,000,000","$1,500,000",Signed,"60.00"" x 55.00""",1969,Oil / Canvas,29,"Christie's New York, Rockefeller Center",11/13/2002
Cold Beer Beautiful Girls,"$537,500","$400,000","$600,000",Signed on Reverse,"84.00"" x 60.10""",1993,Acrylic / Canvas,39,"Christie's New York, Rockefeller Center",11/13/2002
"Glass of Milk, Falling","$169,000","$150,000","$200,000",Signed on Reverse,"20.00"" x 24.00""",1967,Oil / Canvas,119,Sotheby's New York,11/13/2002
Safe,"$43,020","$20,000","$25,000",Signed,"20.00"" x 30.00""",1990,Acrylic / Paper,123,Sotheby's New York,11/13/2002
That Was Then This Is Now,"$504,500","$250,000","$350,000",Signed,"42.00"" x 96.00""",1989,Oil / Canvas,128,Sotheby's New York,11/13/2002
Days of the Week,"$229,500","$175,000","$225,000",Signed on Reverse,"22.00"" x 80.00""",1979,Oil / Canvas,239,Sotheby's New York,11/13/2002
Y-O-U (Three Artist Books,"$26,890","$20,000","$30,000",Signed,"11.50"" x 30.00""",1996,Acrylic / Paper,250,Sotheby's New York,11/13/2002
The Land Beyond,-not sold-,"$250,000","$350,000",Signed on Reverse,"70.00"" x 112.00""",1991,Acrylic / Canvas,283,Sotheby's New York,11/13/2002
The Last Thing I Need is a Pair of Binoculars,"$29,880","$20,000","$30,000",Signed,"23.00"" x 29.00""",1982,Mixed Media / Paper,284,Sotheby's New York,11/13/2002
Very True,"$35,850","$20,000","$30,000",Unsigned,"22.50"" x 30.00""",1973,Pastel / Paper,285,Sotheby's New York,11/13/2002
Honk,-not sold-,"$2,000,000","$3,000,000",Signed on Reverse,"71.50"" x 67.00""",1962,Oil / Canvas,37,Sotheby's New York,11/12/2002
Ghost Ship,"$427,500","$350,000","$450,000",Signed on Reverse,"64.00"" x 64.00""",1986,Mixed Media / Canvas,63,Sotheby's New York,11/12/2002
City Boy,"$65,730","$40,000","$60,000",Signed,"30.00"" x 40.00""",1990,Acrylic / Paper,124,Phillips de Pury & Co. (see Phillips),11/12/2002
Peach,"$537,500","$400,000","$600,000",Signed,"30.00"" x 29.00""",1964,Oil / Canvas,11,Phillips de Pury & Co. (see Phillips),11/11/2002
Fiber-optic suburbs,"$41,350","$29,770","$36,390",Signed and Dated,"29.92"" x 40.16""",1989,Acrylic / Paper,195,"Christie's London, King Street",06/28/2002
"Today, today","$29,770","$29,770","$33,080",Signed and Dated,"22.44"" x 35.43""",1989,Acrylic / Paper,196,"Christie's London, King Street",06/28/2002
You Know the Old Story,"$65,730","$30,000","$40,000",Signed on Reverse,"13.10"" x 21.50""",not given,Mixed Media / Paper,104,"Christie's New York, Rockefeller Center",05/15/2002
Purely Polyester,"$35,850","$30,000","$40,000",Signed on Reverse,"23.70"" x 29.00""",not given,Pastel / Paper,105,"Christie's New York, Rockefeller Center",05/15/2002
"Mr. Tomorrow, Mr. Yesterday","$295,500","$180,000","$220,000",Signed on Reverse,"55.00"" x 91.00""",1985,Acrylic / Canvas,138,"Christie's New York, Rockefeller Center",05/15/2002
Screaming in Spanish,"$339,500","$120,000","$180,000",Signed on Reverse,"36.00"" x 40.00""",1974,Oil / Cloth,159,"Christie's New York, Rockefeller Center",05/15/2002
Bamboo Pole,"$394,500","$180,000","$220,000",Signed on Reverse,"20.00"" x 158.70""",1980,Oil / Canvas,173,"Christie's New York, Rockefeller Center",05/15/2002
OK,"$59,750","$15,000","$20,000",Signed,"20.00"" x 30.00""",1990,Acrylic / Paper,182,"Christie's New York, Rockefeller Center",05/15/2002
8 Ball,"$50,190","$25,000","$35,000",Signed,"22.70"" x 29.00""",1981,Pastel / Paper,183,"Christie's New York, Rockefeller Center",05/15/2002
Etc,"$504,500","$150,000","$200,000",Signed on Reverse,"84.00"" x 84.00""",1990,Acrylic / Canvas,189,"Christie's New York, Rockefeller Center",05/15/2002
Talk About Space,"$3,529,500","$1,500,000","$2,000,000",Unsigned,"71.20"" x 66.70""",1963,Oil / Canvas,7,"Christie's New York, Rockefeller Center",05/14/2002
Untitled,"$2,532,500","$1,000,000","$1,500,000",Signed,"67.00"" x 72.00""",1963,Oil / Canvas,22,Phillips de Pury & Co. (see Phillips),05/13/2002
Remember and Forget,"$19,980","$22,000","$28,000",Signed,"78.00"" x 150.00""",1986,Wood,182,"Christie's New York, Rockefeller Center",02/20/2002
Kidney beans on galvanized steel,"$31,420","$24,810","$33,080",Inscribed,"13.78"" x 22.83""",1974,Pastel / Paper,163,"Sotheby's London, New Bond Street",02/08/2002
Christmas,"$15,000","$15,000","$20,000",Inscribed and Signed,"23.00"" x 13.00""",1961,Watercolor and gouache / Paper,11,Christie's Los Angeles,12/12/2001
Christmas,"$17,630","$15,000","$20,000",Signed,"23.00"" x 12.50""",not given,Watercolor / Paper,11,Christie's Los Angeles,12/05/2001
Large and Small Balls,-not sold-,"$150,000","$200,000",Signed,"20.00"" x 24.00""",not given,Oil / Canvas,16,Christie's Los Angeles,12/05/2001
Let's Keep in Touch,"$126,750","$60,000","$80,000",Signed on Reverse,"22.00"" x 80.00""",1979,Oil / Canvas,124,Sotheby's New York,11/15/2001
Untitled,"$687,750","$250,000","$350,000",Signed on Reverse,"60.00"" x 112.00""",1989,Acrylic / Canvas,25,Sotheby's New York,11/14/2001
Banana Box,"$171,000","$200,000","$300,000",Signed on Reverse,"20.00"" x 24.00""",not given,Oil / Canvas,135,"Christie's New York, Rockefeller Center",11/14/2001
Dynamo,"$171,000","$100,000","$150,000",Signed on Reverse,"59.20"" x 145.70""",1986,Oil / Canvas,189,"Christie's New York, Rockefeller Center",11/14/2001
Honk,"$198,500","$100,000","$150,000",Signed,"11.00"" x 14.00""",1962,Acrylic / Paper,1,"Christie's New York, Rockefeller Center",11/13/2001
Falling but Frozen (Fisk),-not sold-,"$900,000","$1,200,000",Unsigned,"72.00"" x 67.00""",not given,Oil / Canvas,5,"Christie's New York, Rockefeller Center",11/13/2001
Judy,"$72,850","$50,000","$70,000",Signed on Reverse,"26.00"" x 30.00""",1992,Acrylic / Canvas,192,"Christie's New York, Rockefeller Center",05/19/2001
Judy,"$62,000","$50,000","$70,000",Signed and Dated,"26.00"" x 30.00""",1992,Acrylic,192,"Christie's New York, Rockefeller Center",05/17/2001
Bedcrumbs,"$149,000","$80,000","$120,000",Unsigned,"18.00"" x 48.00""",1973,Mixed Media / Cloth,23,"Christie's New York, Rockefeller Center",05/16/2001
Statistical Significance,"$20,300","$18,000","$22,000",Signed,"23.00"" x 29.00""",1981,Watercolor / Paper,100,Sotheby's New York,05/16/2001
Magnetic,"$58,250","$25,000","$30,000",Signed,"18.50"" x 35.00""",1972,Pastel / Paper,102,Sotheby's New York,05/16/2001
Words Without Thoughts,"$21,450","$18,000","$22,000",Signed,"23.00"" x 29.00""",1985,Watercolor / Paper,124,Sotheby's New York,05/16/2001
Iron Age Kisses,"$58,250","$40,000","$60,000",Signed on Reverse,"36.00"" x 42.00""",1990,Acrylic / Canvas,126,Sotheby's New York,05/16/2001
Japan Is America,"$21,150","$14,000","$18,000",Signed,"23.00"" x 29.00""",1982,Pastel / Paper,92,"Christie's New York, ""East""",05/15/2001
Truth,"$266,500","$250,000","$350,000",Signed,"53.40"" x 60.10""",1973,Oil / Canvas,40,Phillips de Pury & Co. (see Phillips),05/14/2001
Columbian necklace for you,"$13,970","$13,970","$17,460",Inscribed and Signed,"20.08"" x 15.75""",1997,Acrylic / Board,50,Christie's Melbourne,04/03/2001
"Kaiser, Fraser","$5,880","$7,000","$9,000",Signed,"14.50"" x 11.00""",1994,Gouache / Paper,112,"Christie's New York, ""East""",02/20/2001
Safe,"$15,000","$14,000","$18,000",Signed and Dated,"20.00"" x 30.00""",1990,Acrylic,188,"Christie's New York, Rockefeller Center",11/16/2000
Safe,"$17,630","$14,000","$18,000",Signed,"20.00"" x 30.00""",1990,Acrylic / Paper,188,"Christie's New York, Rockefeller Center",11/15/2000
He Keeps Checking His Watch,"$25,850","$15,000","$20,000",Unavailable,"23.20"" x 29.10""",not given,Ink / Paper,189,"Christie's New York, Rockefeller Center",11/15/2000
Anchor Stuck in Sand,"$69,750","$65,000","$85,000",Signed on Reverse,"60.20"" x 112.20""",1990,Acrylic / Canvas,275,Sotheby's New York,11/15/2000
Grapes,"$110,000","$40,000","$60,000",Signed,"22.50"" x 28.70""",1967,Mixed Media / Paper,277,Sotheby's New York,11/15/2000
Crackup,"$30,000","$25,000","$30,000",Signed Initials,"11.50"" x 29.10""",1972,Mixed Media / Paper,225,Phillips de Pury & Co. (see Phillips),11/14/2000
Study for light,"$19,850","$19,850","$26,460",unknown,"17.00"" x 34.00""",1989,Acrylic / Board,64,"Sotheby's London, New Bond Street",10/26/2000
Coyote,-not sold-,"$100,000","$150,000",Signed,"64.00"" x 56.00""",1986,Acrylic / Canvas,5070,Bonhams California,10/24/2000
Honk,"$248,000","$35,000","$45,000",Signed,"15.60"" x 16.00""",1962,Mixed Media / Board,59,Christie's Los Angeles,06/07/2000
House on 38th Street,"$149,000","$70,000","$90,000",Signed Initials,"20.00"" x 22.00""",1965,Oil / Canvas,62,Christie's Los Angeles,06/07/2000
"Charlie, The Joshua Tree","$18,800","$20,000","$30,000",Signed,"24.00"" x 12.00""",1991,Acrylic / Canvas,116,Christie's Los Angeles,06/07/2000
Big Dipper and North Star,"$24,680","$15,000","$20,000",Signed on Reverse,"15.10"" x 12.00""",1983,Acrylic / Canvas,119,Christie's Los Angeles,06/07/2000
Good Ness,"$52,880","$30,000","$40,000",Signed,"36.00"" x 40.00""",1987,Acrylic / Canvas,120,Christie's Los Angeles,06/07/2000
Japan Is America,-not sold-,"$18,000","$25,000",Signed,"23.00"" x 29.00""",1982,Pastel / Paper,124,Christie's Los Angeles,06/07/2000
In the Year Of Our Lord (Color,"$11,750","$8,000","$12,000",Signed,"23.00"" x 25.60""",1978,Mixed Media / Paper,125,Christie's Los Angeles,06/07/2000
Untitled,"$35,250","$18,000","$22,000",Signed,"14.50"" x 22.70""",1973,Paint / Paper,236,Sotheby's New York,05/18/2000
Flash Fried,"$28,350","$25,000","$35,000",Signed,"11.50"" x 29.00""",1973,Mixed Media / Paper,277,Sotheby's New York,05/18/2000
The Last Thing I Need is a Pair,"$23,750","$20,000","$30,000",Signed,"22.00"" x 28.00""",1982,Mixed Media / Paper,331,Sotheby's New York,05/18/2000
Thousandths of an Inch,"$35,250","$20,000","$25,000",Signed on Reverse,"13.20"" x 22.70""",1973,Mixed Media / Paper,332,Sotheby's New York,05/18/2000
Isle of Fear,-not sold-,"$70,000","$90,000",Signed on Reverse,"36.00"" x 40.00""",1988,Mixed Media / Canvas,334,Sotheby's New York,05/18/2000
Remembering and Forgot,-not sold-,"$40,000","$60,000",Unavailable,"78.00"" x 150.00""",1986,Wood,686,"Christie's New York, Rockefeller Center",05/10/2000
Lemon Drops,"$64,630","$25,000","$35,000",Signed,"11.20"" x 10.10""",1962,Mixed Media / Paper,390,"Christie's New York, Rockefeller Center",05/09/2000
Mind if I Laugh in Your Face,"$16,450","$10,000","$15,000",Signed,"22.80"" x 29.80""",1984,Pastel / Paper,394,"Christie's New York, Rockefeller Center",05/09/2000
Big Boy Jones,"$25,850","$15,000","$20,000",Signed,"59.60"" x 40.10""",1982,Paint / Paper,396,"Christie's New York, Rockefeller Center",05/09/2000
Bunny,-not sold-,"$30,000","$50,000",Signed on Reverse,"12.20"" x 16.10""",1986,Paint / Paper,149,Sotheby's New York,02/23/2000
Hollywood,"$48,300","$20,000","$30,000",Signed,"23.00"" x 29.00""",1971,Watercolor / Paper,271,Christie's Los Angeles,12/14/1999
"Pencil, Broken Pencil","$107,000","$40,000","$60,000",Signed,"12.00"" x 11.30""",1963,Mixed Media / Paperboard,272,Christie's Los Angeles,12/14/1999
It's About Time,"$14,950","$10,000","$15,000",Unavailable,"23.00"" x 29.00""",1981,Pastel / Paper,354,Christie's Los Angeles,12/14/1999
A Large Dog,"$26,450","$10,000","$15,000",Unavailable,"23.00"" x 29.00""",1981,Pastel / Paper,357,Christie's Los Angeles,12/14/1999
Remember and Forget,"$43,700","$35,000","$45,000",Unavailable,"78.00"" x 150.00""",1986,Mixed Media / Panel,363,Christie's Los Angeles,12/14/1999
Horse,"$74,000","$40,000","$60,000",Signed,"52.00"" x 72.00""",1988,Acrylic / Canvas,364,Christie's Los Angeles,12/14/1999
Sands of Time,"$43,130","$40,000","$60,000",Signed on Reverse,"36.20"" x 24.00""",1987,Acrylic / Linen,171,Sotheby's New York,11/18/1999
Homeward Bound,"$101,500","$100,000","$150,000",Signed on Reverse,"120.00"" x 108.00""",1986,Acrylic / Canvas,197,Sotheby's New York,11/18/1999
Limited Palette,"$37,380","$25,000","$35,000",Unavailable,"36.20"" x 36.20""",1989,Acrylic / Canvas,206,Sotheby's New York,11/18/1999
Royal,"$37,380","$30,000","$40,000",Signed,"22.20"" x 28.00""",1971,Mixed Media / Paper,286,Sotheby's New York,11/18/1999
Lisp,"$464,500","$400,000","$600,000",Signed on Reverse,"59.10"" x 54.30""",1968,Oil / Canvas,50,Sotheby's New York,11/17/1999
Pudding,"$18,400","$15,000","$20,000",Signed,"11.50"" x 29.00""",1971,Mixed Media / Paper,135,Christie's Los Angeles,06/09/1999
See,"$36,800","$30,000","$40,000",Signed,"30.00"" x 30.00""",1985,Oil / Canvas,140,Christie's Los Angeles,06/09/1999
Brave Men Run in My Family,"$107,000","$30,000","$40,000",Signed,"60.10"" x 40.20""",1988,Mixed Media / Paper,159,Christie's Los Angeles,06/09/1999
Small medium large companies,"$13,800","$12,000","$16,000",Signed,"23.00"" x 29.00""",1983,Paint / Paper,178,"Christie's New York, ""East""",05/18/1999
Study for Light,"$11,500","$12,000","$18,000",Unavailable,"17.50"" x 34.30""",not given,Collage / Paper,208,"Christie's New York, ""East""",05/18/1999
Metropolitan,"$85,000","$35,000","$45,000",Signed,"13.70"" x 22.50""",1961,Oil / Paper,406,"Christie's New York, Rockefeller Center",05/13/1999
Metal Shavings,-not sold-,"$20,000","$30,000",Signed on Reverse,"36.00"" x 40.00""",1974,Mixed Media / Cloth,220,Sotheby's New York,02/17/1999
Microscopic Migraines,"$25,300","$20,000","$30,000",Signed,"29.00"" x 40.10""",1989,Acrylic / Board,227,Sotheby's New York,02/17/1999
17th Century,"$156,500","$150,000","$200,000",Signed on Reverse,"56.00"" x 134.00""",1968,Acrylic / Canvas,815,"Christie's New York, Rockefeller Center",11/20/1998
Crooked Rats Radiant Smiles,"$12,650","$15,000","$20,000",Signed,"50.00"" x 38.00""",1982,Pastel / Paper,615,"Christie's New York, Rockefeller Center",11/19/1998
"Super, Regular","$48,880","$40,000","$60,000",Signed,"40.20"" x 60.10""",1988,Paint / Paper,323,Sotheby's New York,11/18/1998
Victory,"$17,250","$15,000","$20,000",Signed,"39.00"" x 29.00""",1988,Ink / Paper,329,Sotheby's New York,11/18/1998
Do Az I Do,"$54,630","$60,000","$80,000",Signed on Reverse,"55.00"" x 74.00""",1988,Acrylic / Canvas,331,Sotheby's New York,11/18/1998
Forgotten Landing Zone,-not sold-,"$30,000","$40,000",Signed,"23.00"" x 29.00""",1982,Pastel / Paper,6080,Bonhams California,10/29/1998
World,"$17,000","$15,000","$20,000",Signed Initials,"11.00"" x 29.00""",1972,Pastel / Paper,33,Christie's Los Angeles,10/14/1998
Pressures,"$19,000","$15,000","$20,000",Signed Initials,"11.00"" x 29.00""",1972,Paper,34,Christie's Los Angeles,10/14/1998
Remember and Forget,"$35,000","$40,000","$60,000",Inscribed,"78.00"" x 150.00""",1986,Lacquer / Wood,58,Christie's Los Angeles,10/14/1998
Old sign,"$27,000","$20,000","$30,000",Inscribed and Signed,"36.00"" x 36.00""",1989,Acrylic,69,Christie's Los Angeles,10/14/1998
These Are Brave Days,"$24,810","$19,850","$24,810",Inscribed and Signed,"39.76"" x 59.84""",1989,Paper,394,"Sotheby's London, New Bond Street",07/03/1998
Wolf,"$18,400","$15,000","$20,000",Unavailable,"9.50"" x 11.20""",1964,Crayon / Paper,170,Sotheby's New York,05/15/1998
Raging Psychotic,"$31,050","$30,000","$50,000",Signed,"40.00"" x 60.00""",1989,Acrylic / Paper,226,Sotheby's New York,05/15/1998
Nerves,"$23,000","$20,000","$25,000",Signed,"37.00"" x 56.50""",1985,Paint / Paper,137,"Christie's New York, Rockefeller Center",05/13/1998
Spinning of Z's,"$24,150","$20,000","$30,000",Signed,"39.50"" x 56.50""",1985,Acrylic / Paper,172,"Christie's New York, Rockefeller Center",05/13/1998
Okay,"$36,800","$25,000","$35,000",Signed,"49.60"" x 35.80""",1989,Acrylic / Paper,193,"Christie's New York, Rockefeller Center",05/13/1998
150 MIles,"$26,450","$35,000","$45,000",Signed,"24.00"" x 40.00""",1989,Acrylic / Canvas,346,"Christie's New York, Rockefeller Center",05/13/1998
This Is It,"$55,200","$45,000","$65,000",Unavailable,"36.00"" x 64.00""",1990,Acrylic / Canvas,406,"Christie's New York, Rockefeller Center",05/13/1998
Carrots,"$23,000","$20,000","$30,000",Signed on Reverse,"22.50"" x 50.10""",1990,Acrylic / Canvas,153,"Christie's New York, ""East""",03/11/1998
Cheese Circle,-not sold-,"$12,000","$18,000",Signed on Reverse,"14.20"" x 22.70""",1975,Mixed Media / Paper,157,"Christie's New York, ""East""",03/11/1998
Local Storms,"$25,300","$25,000","$30,000",Signed on Reverse,"19.00"" x 24.00""",1973,Mixed Media,265,Sotheby's New York,03/11/1998
Diminished Respect,"$19,550","$12,000","$15,000",Signed,"60.00"" x 40.00""",1985,Mixed Media / Paper,183,Sotheby's New York,11/20/1997
Girls Girls Girls,"$33,350","$25,000","$30,000",Signed on Reverse,"22.00"" x 80.00""",1982,Oil / Canvas,211,Sotheby's New York,11/20/1997
Victory,"$43,700","$25,000","$35,000",Signed on Reverse,"64.00"" x 64.00""",1988,Acrylic / Canvas,222,Sotheby's New York,11/20/1997
The Teepees,"$55,200","$40,000","$60,000",Signed on Reverse,"38.00"" x 78.00""",1987,Acrylic / Canvas,235,Sotheby's New York,11/20/1997
Two Eggs; Pea,"$20,700","$15,000","$20,000",Signed,"11.50"" x 28.80""",1971,Mixed Media / Paper,303,Sotheby's New York,11/20/1997
Untitled Study,-not sold-,"$7,000","$9,000",Signed,"22.00"" x 30.50""",1983,Collage / Paper,345,Sotheby's New York,11/20/1997
Ripe,"$167,500","$70,000","$90,000",Unavailable,"59.20"" x 54.80""",1967,Oil / Canvas,267,"Christie's New York, Rockefeller Center",11/19/1997
Knee,"$13,800","$15,000","$20,000",Signed Initials,"11.10"" x 28.70""",1971,Mixed Media / Paper,268,"Christie's New York, Rockefeller Center",11/19/1997
Colorfast?,-not sold-,"$15,000","$20,000",Signed,"7.50"" x 28.70""",1975,Mixed Media / Paper,269,"Christie's New York, Rockefeller Center",11/19/1997
A Winter Vegetable Set Up,"$11,500","$15,000","$20,000",Unavailable,"23.00"" x 29.00""",1977,Mixed Media / Paper,271,"Christie's New York, Rockefeller Center",11/19/1997
Screaming In Spanish,"$43,700","$30,000","$40,000",Signed on Reverse,"36.00"" x 40.00""",1974,Mixed Media / Cloth,331,"Christie's New York, Rockefeller Center",11/19/1997
Somebody's Mother,"$25,300","$30,000","$40,000",Signed,"59.70"" x 39.70""",1986,Mixed Media / Paper,334,"Christie's New York, Rockefeller Center",11/19/1997
End,"$13,800","$15,000","$20,000",Signed,"23.00"" x 29.00""",1983,Paint / Paper,411,"Christie's New York, Rockefeller Center",11/19/1997
OH-OH,"$14,950","$15,000","$20,000",Signed,"23.00"" x 29.00""",1989,Ink / Paper,418,"Christie's New York, Rockefeller Center",11/19/1997
Earth,"$29,900","$30,000","$40,000",Signed,"60.00"" x 40.10""",1986,Acrylic / Paper,420,"Christie's New York, Rockefeller Center",11/19/1997
Homeward Bound,-not sold-,"$100,000","$150,000",Signed,"120.00"" x 108.00""",1986,Acrylic / Canvas,162,"Christie's New York, Rockefeller Center",11/18/1997
Let's face it,"$16,540","$16,540","$24,810",unknown,"23.23"" x 29.13""",1983,Watercolor and pencil / Paper,82,"Christie's London, King Street",10/23/1997
Fat Lip,"$25,300","$12,000","$18,000",Signed,"11.30"" x 29.00""",1968,Mixed Media / Paper,165,"Christie's New York, Rockefeller Center",05/08/1997
Senorita,"$63,000","$20,000","$25,000",Signed,"60.00"" x 40.20""",1986,Mixed Media / Paper,173,"Christie's New York, Rockefeller Center",05/08/1997
Microscopic Migraines,"$28,750","$15,000","$20,000",Signed,"29.00"" x 40.10""",1989,Acrylic / Board,248,"Christie's New York, Rockefeller Center",05/08/1997
Little White Girl,"$70,700","$20,000","$25,000",Signed,"58.00"" x 38.00""",1986,Paint / Paper,261,"Christie's New York, Rockefeller Center",05/08/1997
"Zip, Zip, Zip","$66,300","$35,000","$40,000",Signed,"22.00"" x 80.00""",1979,Oil / Canvas,267,"Christie's New York, Rockefeller Center",05/08/1997
Untitled (Window),"$6,330","$7,000","$10,000",Signed,"23.00"" x 40.20""",1984,Chalk / Paper,154,"Christie's New York, ""East""",05/06/1997
PM,"$39,690",n/a,n/a,unknown,"29.92"" x 40.16""",1988,Acrylic / Paper,236,"Sotheby's London, New Bond Street",12/06/1996
Pillows,-not sold-,"$15,000","$20,000",Signed Initials,"11.50"" x 11.80""",1979,Collage / Paper,155,"Christie's New York, Rockefeller Center",11/21/1996
Dream #1,"$39,100","$10,000","$15,000",Signed,"17.10"" x 46.20""",1987,Acrylic / Paper,165,"Christie's New York, Rockefeller Center",11/21/1996
Indust Chem,"$17,250","$8,000","$12,000",Signed,"40.10"" x 60.00""",1986,Paint / Paper,260,"Christie's New York, Rockefeller Center",11/21/1996
Little Black Girl,"$29,900","$12,000","$18,000",Signed,"60.10"" x 40.20""",1986,Paint / Paper,338,"Christie's New York, Rockefeller Center",11/21/1996
So So,"$8,050","$10,000","$15,000",Signed,"30.00"" x 40.00""",1989,Acrylic / Paper,240,Sotheby's New York,11/20/1996
Kay-Eye-Doubles,-not sold-,"$50,000","$70,000",Unavailable,"22.00"" x 79.70""",1979,Oil / Canvas,347,Sotheby's New York,11/20/1996
Motel Management School,-not sold-,"$15,000","$20,000",Signed,"50.00"" x 38.00""",1982,Pastel / Paper,348,Sotheby's New York,11/20/1996
The Funnelling of You-Know,"$18,400","$18,000","$22,000",Signed,"40.00"" x 60.00""",1985,Acrylic / Paper,365,Sotheby's New York,11/20/1996
Anchor Stuck in Sand,-not sold-,"$120,000","$150,000",Signed on Reverse,"60.20"" x 112.20""",1990,Acrylic / Canvas,44,Sotheby's New York,11/19/1996
Two People Checking on their,-not sold-,"$3,000","$5,000",Signed,"15.30"" x 43.30""",1979,Mixed Media / Paper,90,"Christie's New York, ""East""",11/19/1996
Sin With Dripping Liquid,"$28,750","$15,000","$20,000",Signed,"14.50"" x 22.70""",1967,Mixed Media / Paper,72,Sotheby's New York,05/09/1996
Face it,"$14,950","$10,000","$15,000",Signed,"14.00"" x 22.00""",1967,Mixed Media / Paper,196,Sotheby's New York,05/09/1996
Brown Navigation,"$19,550","$20,000","$25,000",Signed,"60.00"" x 40.00""",1986,Chalk / Paper,344,Sotheby's New York,05/09/1996
Untitled,"$51,750","$50,000","$70,000",Signed on Reverse,"60.10"" x 60.00""",1987,Mixed Media / Canvas,337,"Christie's New York, Rockefeller Center",05/08/1996
Old Sign,-not sold-,"$35,000","$45,000",Signed,"36.00"" x 36.00""",1989,Acrylic / Canvas,434,"Christie's New York, Rockefeller Center",05/08/1996
Two People Checking on,-not sold-,"$4,000","$6,000",Signed,"15.30"" x 43.30""",1979,Mixed Media / Paper,166,"Christie's New York, ""East""",05/07/1996
The Joshua Tree,-not sold-,"$35,000","$40,000",Signed on Reverse,"24.00"" x 12.00""",1991,Oil / Canvas,5693,Bonhams California,04/25/1996
Splinters and Seconal,"$5,750","$8,000","$10,000",Signed,"11.50"" x 28.80""",1973,Paint / Paper,55,"Christie's New York, Rockefeller Center",02/22/1996
Stains,"$4,600","$8,000","$10,000",Signed,"11.50"" x 28.70""",1970,Paint / Paper,56,"Christie's New York, Rockefeller Center",02/22/1996
Three Sheets With Castor,"$8,050","$6,000","$8,000",Signed,"11.50"" x 29.00""",1973,Mixed Media / Paper,66,"Christie's New York, Rockefeller Center",02/22/1996
Very Angry People,"$6,330","$10,000","$15,000",Unavailable,"20.00"" x 24.00""",1973,Gouache,76,"Christie's New York, Rockefeller Center",02/22/1996
In the Year of Our Lord 1984,"$17,250","$20,000","$25,000",Signed,"54.00"" x 60.00""",1978,Oil / Canvas,77,"Christie's New York, Rockefeller Center",02/22/1996
City,"$37,380","$15,000","$20,000",Signed,"12.00"" x 29.50""",1967,Mixed Media / Paper,209,Sotheby's New York,11/16/1995
3 Forks,-not sold-,"$18,000","$22,000",Signed,"14.20"" x 22.70""",1967,Mixed Media / Paper,216,Sotheby's New York,11/16/1995
Reef,"$6,900","$12,000","$15,000",Signed on Reverse,"14.10"" x 22.70""",1975,Mixed Media / Paper,363,Sotheby's New York,11/16/1995
Spots,"$7,480","$18,000","$22,000",Signed Initials,"11.50"" x 29.00""",1972,Mixed Media / Paper,371,Sotheby's New York,11/16/1995
Metropolitain,"$31,050","$15,000","$20,000",Signed,"8.00"" x 9.00""",1961,Oil / Paper,243,"Christie's New York, Rockefeller Center",11/15/1995
Indust. Chem,-not sold-,"$15,000","$20,000",Signed,"40.10"" x 60.00""",1986,Paint / Paper,340,"Christie's New York, Rockefeller Center",11/15/1995
Hear Me Sonny?,"$17,250","$15,000","$20,000",Signed,"40.10"" x 60.00""",1986,Mixed Media / Paper,346,"Christie's New York, Rockefeller Center",11/15/1995
Brave men run in my family,"$28,120",n/a,n/a,Inscribed and Signed,"59.84"" x 40.16""",1988,Acrylic,277,"Sotheby's London, New Bond Street",06/29/1995
Spread,"$21,850","$15,000","$20,000",Signed,"23.00"" x 58.00""",1973,Mixed Media / Paper,208,"Christie's New York, Rockefeller Center",05/04/1995
Let's Keep in Touch,"$48,300","$45,000","$55,000",Signed on Reverse,"22.00"" x 80.00""",1979,Oil / Canvas,262,"Christie's New York, Rockefeller Center",05/04/1995
Kooks,"$20,700","$15,000","$20,000",Signed,"11.60"" x 29.00""",1970,Colored Pencil / Paper,196,Sotheby's New York,05/03/1995
Nerve,"$10,930","$10,000","$15,000",Signed,"23.00"" x 29.00""",1989,Paint / Paper,209,Sotheby's New York,05/03/1995
The,-not sold-,"$12,000","$15,000",Signed,"23.00"" x 29.00""",1989,Paint / Paper,341,Sotheby's New York,05/03/1995
President,"$18,400","$20,000","$25,000",Signed on Reverse,"20.00"" x 24.00""",1972,Oil / Canvas,355,Sotheby's New York,05/03/1995
Man Screaming,"$5,750","$6,000","$8,000",Signed,"15.30"" x 43.30""",1979,Mixed Media / Paper,64,"Christie's New York, Rockefeller Center",02/22/1995
