title,sales_price,low_estimate,high_estimate,signature,size,created,medium,auction_lot,auction_house,auction_date
JEUNE PAYSANNE AU PANIER,"$12,010","$2,134","$3,202",Signed Monogram,"12.25"" x 9.38""",not given,Charcoal  and watercolour / Paper,48,Sotheby's Paris,03/23/2017
COUCHER DE SOLEIL,"$53,370","$21,350","$32,020",Signed Lower Left,"7.75"" x 10.88""",circa 1870-71,Pastel  and charcoal / Paper,49,Sotheby's Paris,03/23/2017
Paysannes au repos,-not sold-,"$853,920","$1,280,880",Signed and Dated,"25.20"" x 25.20""",1883,Distemper paint / Paper,123,Christie's Paris,03/23/2017
Jeune paysanne,"$92,330","$32,020","$53,370",Stamped,"18.82"" x 12.36""",c. 1890,"Charcoal  , pastel, sanguine and estompe / Paper",130,Christie's Paris,03/23/2017
"La traite des vaches, Éragny",-not sold-,"$74,720","$106,740",Signed and Dated,"9.49"" x 12.28""",1884,"Watercolor  , gouache and pastel / Paper",132,Christie's Paris,03/23/2017
Scène de rue,-not sold-,"$12,810","$19,210",Inscribed and Signed,"7.95"" x 6.46""",not given,"Ink  , black chalk and watercolor / Paper",208,Christie's Paris,03/23/2017
Arbres au bord d'une rivière,"$17,350","$5,340","$7,470",Signed and Dated,"16.42"" x 12.20""",1869,Watercolor and pencil / Paper,240,Christie's Paris,03/23/2017
Portrait de Madame Pissarro,"$14,560","$4,904","$7,360",Stamped,"12.09"" x 8.66""",not given,Pencil / Card,50,Bonhams Bond Street,03/02/2017
"SOLEIL COUCHANT, PONTOISE","$466,800","$429,100","$551,700",Signed and Dated,"21.38"" x 25.67""",1979,Oil / Canvas,128,"Sotheby's London, New Bond Street",03/02/2017
"Grandmére, la mère de l''artiste (sure sa lit de mort).","$2,210","$1,500","$2,500",Stamped,"4.50"" x 7.00""",c.1889,Chalk / Paper,132,Swann Galleries,03/02/2017
MALE FIGURE,-not sold-,"$6,130","$8,580",Signed Initials,"5.51"" x 5.39""",c.1880s,Pen and ink  with wash / Paper,380A,"Sotheby's London, New Bond Street",03/02/2017
"LES QUATRE SAISONS (L'HIVER, LE PRINTEMPS, L'ETÉ, L'AUTOMNE) (4)","$9,521,030","$9,896,800","$14,845,200",Signed,Dimensions not available,1872-73,Oil / Canvas,19,"Sotheby's London, New Bond Street",03/01/2017
"Les Porteuses de fagots, effet de neige","$288,240","$185,570","$247,420",Signed and Dated,"7.87"" x 25.20""",1885,Gouache  on silk / Card,211,"Christie's London, King Street",03/01/2017
"Femme lavant du linge, avec enfant","$236,290","$74,230","$98,970",Signed Lower Right,"6.89"" x 5.39""",c. 1898,Gouache  on silk / Card,212,"Christie's London, King Street",03/01/2017
Dans les blés,"$303,090","$86,600","$123,710",Signed Lower Right,"8.27"" x 6.54""",not given,Gouache  on silk / Card,213,"Christie's London, King Street",03/01/2017
Etudes des paysannes,"$4,639","$3,711","$6,190",Stamped,"5.39"" x 8.58""",not given,Chalk / Paper,301,"Christie's London, King Street",03/01/2017
"Paysage avec deux personnages, Éragny, automne","$258,550","$148,450","$222,680",Signed and Dated,"10.71"" x 8.50""",1902,Oil  on silk / Board,527,"Christie's London, King Street",03/01/2017
"Pommiers à Pontoise, la maison du père Gallien",-not sold-,"$374,010","$623,350",Signed and Dated,"15.08"" x 18.27""",1868,Oil / Canvas,25,"Christie's London, King Street",02/28/2017
Petite bonne flamande dite ‘La Rosa’,"$903,860","$748,020","$997,360",Signed and Dated,"21.77"" x 18.23""",1896,Oil / Canvas,27,"Christie's London, King Street",02/28/2017
Femme au bord du fleuve,not,"$3,209","$4,279",Signed Monogram,"8.46"" x 6.69""",not given,Pencil / Paper,47,Herbette,01/29/2017
"""Untitled (Study of Fieldworkers)""",-not sold-,"$5,000","$7,000",Signed Monogram,"9.43"" x 6.50""",c.1880,Pencil / Paper,734,Ahlers & Ogletree Auction Gallery,01/14/2017-01/16/2017
PAYSANNE,"$32,500","$7,000","$10,000",Inscribed,"18.50"" x 12.00""",Executed between 1850 and 1860,Crayon / Paper,1,Sotheby's New York,12/16/2016
Vue de Bazinco,"$6,390","$6,390","$8,520",Unavailable,"4.80"" x 6.85""",not given,Ink  and graphite / Paper,14,Leclere Marseille,12/09/2016
"""Scene de rue, Lisieux""","$10,630","$12,000","$18,000",Inscribed,"8.00"" x 5.25""",1901,Pencil / Paper,69082,Heritage Auctions,12/07/2016
Portrait d'Alfred Isaacson,"$25,000","$40,000","$60,000",unknown,"19.75"" x 16.75""",circa 1883,Pastel / Paper,69088,Heritage Auctions,12/07/2016
Le berger (The Shepherd),"$7,080","$7,630","$13,070",Stamped,"6.93"" x 5.04""",not given,Charcoal / Paper,99,Farsettiarte,11/25/2016-11/26/2016
Printemps,"$9,260","$8,720","$15,250",Stamped,"8.66"" x 11.42""",c. 1860,Pencil / Paper,123,Farsettiarte,11/25/2016-11/26/2016
Houses at the bank of a river,-not sold-,"$6,540","$8,720",Signed Monogram,"5.12"" x 8.54""",not given,Pencil / Paper,613,"Dorotheum, Vienna",11/23/2016
Harbour scene with sailing boat,-not sold-,"$6,540","$8,720",Stamped,"5.12"" x 8.54""",not given,Pencil / Paper,614,"Dorotheum, Vienna",11/23/2016
"' Palmiers, Galipan'","$7,060","$6,200","$8,670",Inscribed,"10.43"" x 7.99""",circa 1854,Watercolor  and black lead / Paper,1365,Reeman Dansie,11/22/2016-11/23/2016
"Paysage, St Thomas","$2,675","$1,541","$3,082",Stamped,"6.50"" x 9.61""",c. 1852,Pencil / Paper,130,Mossgreen Auctions,11/21/2016
Landscape,-not sold-,"$2,178","$3,268",Signed Monogram,"4.13"" x 5.91""",not given,Pencil  and heightened with white chalk / Paper,165,Ader Nordmann,11/18/2016
Donkey Study,"$7,490","$1,634","$2,178",Signed Monogram,"9.65"" x 11.02""",not given,Pencil / Paper,166,Ader Nordmann,11/18/2016
Paysannes au Marché de Gisors,-not sold-,"$60,000","$80,000",Signed Lower Left,"12.25"" x 9.50""",c. 1885,Watercolor  and black conte crayon / Paper,1087,"Christie's New York, Rockefeller Center",11/17/2016
Les Seigles,"$30,000","$20,000","$30,000",Signed Lower Left,"9.38"" x 12.25""",August 1888,Watercolor and pencil / Paper,1095,"Christie's New York, Rockefeller Center",11/17/2016
Le Village,"$32,500","$12,000","$18,000",Signed Lower Left,"9.63"" x 16.13""",not given,Charcoal / Paper,1097,"Christie's New York, Rockefeller Center",11/17/2016
"La Gare d'Orléans, Saint-Sever, Rouen",-not sold-,"$4,000,000","$6,000,000",Signed Lower Left,"28.88"" x 36.25""",1896,Oil / Canvas,11B,"Christie's New York, Rockefeller Center",11/16/2016
PAYAGE D'HIVER (I) & BASSE-COUR AVEC POULES ET CANARDS (II) (A DOUBLE-SIDED WORK),-not sold-,"$700,000","$900,000",Signed and Dated,"15.00"" x 18.13""",1877/76,Oil / Canvas,408,Sotheby's New York,11/15/2016
LE MARCHÉ,-not sold-,"$30,000","$40,000",Signed Initials,"5.38"" x 8.38""",c.1901,Watercolor and ink  and brush / Paper,431,Sotheby's New York,11/15/2016
"PAYSAGE À L'HERMITAGE, PONTOISE (RECTO); LA BAIGNEUSE (VERSO)",-not sold-,"$800,000","$1,200,000",Signed and Dated,"15.00"" x 21.00""",1876,Oil / Canvas,43,Sotheby's New York,11/14/2016
Landscape,"$3,750","$15,000","$25,000",Signed Lower Left,"6.75"" x 10.25""",1890,Watercolor / Paper,4061,J Levine Auction & Appraisal LLC,11/05/2016
Tête de femme inclinée,-not sold-,"$10,000","$15,000",Stamped,"12.00"" x 10.25""",not given,Chalk / Paper,316,Swann Galleries,11/03/2016
"Femme au fichu, allongée",-not sold-,"$10,000","$15,000",Signed Initials,"9.25"" x 12.25""",not given,Chalk / Paper,317,Swann Galleries,11/03/2016
"Gisors, Jardin, circa 1884","$5,310","$3,000","$5,000",Signed Initials,"7.19"" x 6.38""",c 1884,Black chalk and gray wash on pale gray paper laid down to mount,58,Doyle New York,11/01/2016
"Figures with a horse's head,  Figures with a cart and driver, verso",-not sold-,"$4,000","$6,000",Signed Monogram,"4.00"" x 6.60""",not given,Pencil / Paper,185,Fine Art Auctions Miami-FAAM,10/22/2016
Marché à Gisors,"$20,390","$16,800","$22,410",Signed Initials,"8.03"" x 6.50""",not given,Pencil  and colored pencil / Paper,7,Artcurial,10/18/2016
Untitled (Farmer on Steed),"$3,000","$3,000","$5,000",Signed Initials,"3.50"" x 5.63""",not given,Pencil  and wash / Paper,88,Leslie Hindman Auctioneers,09/29/2016
Le Marché a Gisors,"$11,250","$3,000","$5,000",Signed Initials,"6.13"" x 3.75""",not given,Pencil  on cream wove paper,84,Swann Galleries,09/22/2016
Mendiant se lavant les pieds dans la riviére,"$4,750","$3,000","$5,000",Signed Initials,"7.13"" x 9.13""",not given,Pencil  on cream wove paper.,85,Swann Galleries,09/22/2016
"Figures with a horse's head;  Figures with a cart and driver, verso",-not sold-,"$4,000","$6,000",Signed Monogram,"4.00"" x 6.60""",not given,Pencil / Paper,109,Fine Art Auctions Miami-FAAM,06/25/2016
Landscape with houses,-not sold-,"$8,000","$12,000",Signed Initials,"12.40"" x 17.00""",not given,Watercolor  over pencil / Paper,68082,Inquire about post-auction sale,06/24/2016
Paysannes portant des fagots,"$12,750","$8,740","$11,660",Stamped,"9.02"" x 12.17""",1896,Chalk / Paper,22,Bonhams Bond Street,06/23/2016
Chevaux au manège,$953,"$1,122","$1,683",Signed Monogram,"3.94"" x 7.48""",not given,Pencil / Paper,10ter,Joron-Derem,06/22/2016
"PAYSAGE AVEC FEMMES SOUS UN GRAND ARBRE, SAINT-THOMAS (ANTILLES)","$109,310","$65,580","$94,730",unknown,"9.45"" x 13.27""",c.1854-55,Oil  on paper / Canvas,356,"Sotheby's London, New Bond Street",06/22/2016
LE FOND DE SAINT-ANTOINE À PONTOISE,"$182,180","$174,890","$262,330",Stamped,"15.12"" x 18.27""",c.1873,Oil / Canvas,361,"Sotheby's London, New Bond Street",06/22/2016
LES SARCLEURS,-not sold-,"$262,330","$364,350",Signed and Dated,"8.78"" x 12.24""",1882,Pastel  and gouache / Linen,362,"Sotheby's London, New Bond Street",06/22/2016
LES MOISSONNEURS,"$21,860","$14,570","$21,860",Signed Initials,"9.06"" x 11.97""",not given,Crayon / Paper,366,"Sotheby's London, New Bond Street",06/22/2016
LA CLAIRIÈRE,-not sold-,"$58,300","$87,440",Signed Lower Right,"8.70"" x 11.22""",c.1875,Pastel / Paper,367,"Sotheby's London, New Bond Street",06/22/2016
RUE DE VILLAGE À AUVERS,"$776,790","$728,700","$1,020,180",Signed and Dated,"23.23"" x 28.23""",1880,Pastel  on paper laid down on canvas,3,"Sotheby's London, New Bond Street",06/21/2016
"Le Grand noyer et le pré, Eragny","$49,370","$44,880","$56,110",Signed Lower Left,"6.10"" x 9.13""",not given,Oil / Panel,18,Ferri,06/10/2016
PEASANT STANDING,"$6,250","$5,000","$7,000",Stamped,"11.00"" x 6.25""",not given,Charcoal  on paper laid down on card,5,Sotheby's New York,05/26/2016
Couple on a Forest Path,"$2,340","$5,000","$7,500",unknown,"5.51"" x 5.71""",not given,Pencil / Paper,557,Shapiro Auctions New York,05/21/2016
Hair Dressing,"$2,091",$400,$600,Signed Initials,"11.00"" x 10.00""",not given,Pencil  dbl. sided / Paper,323,"Skinner Inc, Boston",05/13/2016
Paysage à Saint Thomas (recto); Etudes (verso),"$20,000","$12,000","$18,000",Stamped,"7.25"" x 12.88""",not given,Watercolor  over pencil / Paper,1059,"Christie's New York, Rockefeller Center",05/13/2016
Paysanne et vache,"$27,500","$10,000","$15,000",Signed Lower Right,"6.63"" x 8.13""",not given,Watercolor / Paper,1060,"Christie's New York, Rockefeller Center",05/13/2016
Gardeuse de vache allongée sur un talus,"$56,250","$60,000","$80,000",Stamped,"11.00"" x 14.63""",c.1880,Pastel / Paper,1061,"Christie's New York, Rockefeller Center",05/13/2016
Etude de moissonneurs,"$6,250","$5,000","$7,000",Stamped,"9.13"" x 12.25""",1881,Charcoal / Paper,1062,"Christie's New York, Rockefeller Center",05/13/2016
Trois mineurs pelletan du charbon,"$13,750","$7,000","$10,000",Stamped,"8.88"" x 9.25""",1893,"Gouache  , brush and gray wash and charcoal / Paper",1063,"Christie's New York, Rockefeller Center",05/13/2016
Buste de femme de profil à droite,"$21,250","$18,000","$25,000",Stamped,"16.13"" x 12.00""",c.1888,Pastel / Paper,1064,"Christie's New York, Rockefeller Center",05/13/2016
Daphnis and Chloë (Vendange),"$17,500","$8,000","$12,000",Signed Initials,"4.88"" x 5.38""",c.1895-96,"Pen and ink  ,brush and gray wash and sanguine / Paper",1065,"Christie's New York, Rockefeller Center",05/13/2016
Dans la rue à Rouen,"$10,000","$4,000","$6,000",Stamped,"7.00"" x 5.00""",c.1896,Conte Crayon  and sanguine / Paper,1066,"Christie's New York, Rockefeller Center",05/13/2016
Etude d'un homme debout,"$5,630","$2,000","$3,000",Stamped,"8.38"" x 4.75""",c.1885,Conte Crayon / Paper,1067,"Christie's New York, Rockefeller Center",05/13/2016
Foire de la St. Martin à Pontoise,"$15,000","$7,000","$10,000",Signed Initials,"7.25"" x 9.00""",c.1872,Conte Crayon / Paper,1068,"Christie's New York, Rockefeller Center",05/13/2016
Paysage à Montfoucault,"$13,750","$5,000","$7,000",Stamped,"8.63"" x 6.75""",c.1865,Charcoal  and brush and gray wash / Paper,1069,"Christie's New York, Rockefeller Center",05/13/2016
Dans le bois de l'Hermitage,"$509,000","$300,000","$500,000",Signed and Dated,"21.75"" x 18.25""",1977,Oil / Canvas,1328,"Christie's New York, Rockefeller Center",05/13/2016
"Vieux vigneron, Moret","$665,000","$500,000","$700,000",Signed and Dated,"25.63"" x 21.50""",1902,Oil / Canvas,1340,"Christie's New York, Rockefeller Center",05/13/2016
"Paysage avec maisons, environs d'Éragny","$221,000","$100,000","$150,000",Stamped,"6.50"" x 9.50""",1888,Oil / Panel,14,Bonhams New York,05/11/2016
LE MARCHÉ,"$137,500","$150,000","$250,000",Signed and Dated,"11.50"" x 9.00""",1889,Watercolor  and crayon / Paper,117,Sotheby's New York,05/10/2016
"""Versunken in die Lektüre""","$12,820","$4,102","$5,700",Signed Lower Right,"12.60"" x 18.90""",not given,Charcoal  heightened with opaque white / Paper,258,Dorotheum Linz,05/10/2016-05/11/2016
"PAYSANNE DANS UN CHAMP, LA VARENNE-SAINT-HILAIRE",-not sold-,"$80,000","$120,000",Stamped,"7.25"" x 13.75""",c.1865,Oil / Canvas,372,Sotheby's New York,05/10/2016
"CHEMIN DE L’ÉCLUSE, SAINT-OUEN-L’AUMÔNE","$1,330,000","$1,500,000","$2,000,000",Signed and Dated,"25.50"" x 21.63""",1882,Oil / Canvas,30,Sotheby's New York,05/09/2016
Woman Driving Cows,"$5,630","$6,000","$8,000",Stamped,"9.00"" x 7.19""",not given,Brown ink and wash / Paper,9,Doyle New York,05/03/2016
Zwei Bäuerinnen im Gespräch.,"$3,114","$3,114","$5,190",Signed Monogram,"8.50"" x 4.96""",not given,Watercolor and pencil / Paper,70,Galerie Widmer Auktionen,04/29/2016
Chevaux au manège,not,"$1,133","$1,700",Signed Monogram,"3.94"" x 7.48""",not given,Pencil / Paper,91,Joron-Derem,04/13/2016
PAYSAGE A PONTOISE,"$44,330","$22,730","$34,100",Stamped,"2.87"" x 3.94""",1878,Oil / Panel,21,Artcurial,04/05/2016
Village de Grancey,"$2,838","$1,135","$1,703",Signed Monogram,"3.94"" x 6.30""",not given,Wash  and traces of pencil / Paper,151,Ader Nordmann,04/01/2016
Étude de paysanne,"$1,930",$681,$908,Signed Monogram,"5.51"" x 3.94""",not given,Pencil / Paper,152,Ader Nordmann,04/01/2016
Entrée du port du Havre et le brise-lames ouest,-not sold-,"$249,810","$317,940",Signed and Dated,"9.33"" x 13.58""",1903,Oil / Canvas,233,Christie's Paris,03/31/2016
Sitting Peasant,"$2,848","$2,670","$3,560",Signed,"6.34"" x 3.94""",c. 1853,Pencil / Paper,983,Mainichi Auction Inc.,03/12/2016
Etude des maraîchères,"$5,450","$4,362","$7,270",Unavailable,"7.91"" x 5.51""",not given,Pencil / Paper,119,"Christie's London, South Kensington",02/05/2016
Paysannes au champ,"$11,820","$8,730","$11,630",Signed Initials,"12.52"" x 19.13""",not given,Pencil / Paper,131,"Christie's London, South Kensington",02/05/2016
CAVALIER À L'ORÉE D'UN BOIS,"$67,710","$43,920","$58,560",Signed Lower Right,"15.55"" x 12.60""",not given,Oil / Canvas,207,"Sotheby's London, New Bond Street",02/04/2016
PAYSAN ATTACHANT UNE MEULE DE FOIN,"$14,640","$14,640","$21,960",Signed Lower Right,"8.27"" x 10.24""",not given,Mixed Media  charcoal and watercolour / Paper,341,"Sotheby's London, New Bond Street",02/04/2016
"L'HERMITAGE EN ÉTÉ, PONTOISE",-not sold-,"$3,722,420","$5,010,950",Signed Lower Left,"22.44"" x 36.02""",1877,Oil / Canvas,27,"Sotheby's London, New Bond Street",02/03/2016
Julie Pissarro cousant,"$295,650","$286,340","$429,510",Signed Initials,"25.59"" x 21.26""",c.1874,Oil / Canvas,381,"Christie's London, King Street",02/03/2016
La gardeuse d’oies (la mare aux canards),-not sold-,"$357,930","$501,100",Signed Lower Left,"9.88"" x 8.11""",c.1890,Gouache / Silk,18,"Christie's London, King Street",02/02/2016
Le village à travers les arbres,"$862,600","$715,850","$1,145,360",Signed Lower Left,"21.73"" x 17.87""",c.1869,Oil / Canvas,19,"Christie's London, King Street",02/02/2016
Paysage du midi,"$16,610","$14,000","$16,000",Signed Initials,"5.91"" x 4.72""",not given,Watercolor and pencil / Paper on board,184,Matsart Auctioneers & Appraisers,12/20/2015
Paysage animé à Eragny-sur-Epte,-not sold-,"$1,641","$2,735",Signed Monogram,"7.87"" x 10.24""",1898,Charcoal / Paper,62,Hotel de Ventes Vanderkindere,12/15/2015-12/16/2015
Couple on a Forest Path,-not sold-,"$10,000","$15,000",unknown,"5.51"" x 5.71""",not given,Pencil / Paper,32,Shapiro Auctions New York,12/12/2015
PAYSANNE ASSISE,"$11,290","$8,680","$13,030",Signed Initials,"18.11"" x 13.39""",not given,Charcoal / Paper,112,Artcurial,12/08/2015
PONT DE L'ARCHE,"$21,250","$12,000","$18,000",Stamped,"8.13"" x 7.00""",c.1896-98,Watercolor  and charcoal / Paper,27,Sotheby's New York,12/07/2015
PAYSAGE AND ÉTUDE DES PERSONNAGES: A DOUBLE SIDED DRAWING,"$6,250","$5,000","$7,000",Signed Lower Right,"8.75"" x 11.00""",c.1852-54,Pencil / Paper,61,Sotheby's New York,12/07/2015
Paysage avec trois paysans. 1891,-not sold-,"$180,130","$270,190",Signed and Dated,"12.20"" x 9.45""",1891,Gouache / Paper on board,3207,"Galerie Koller, AG, Zurich",12/04/2015
Etude pour 'Marche au Gisors,"$3,300","$3,000","$5,000",Stamped,"5.25"" x 4.50""",not given,Pen and ink / Paper,86,Litchfield County Auctions,12/02/2015-12/03/2015
Près le théâtre des arts Rouen,"$40,010","$31,760","$42,340",Signed Lower Right,"8.86"" x 11.42""",not given,Watercolor / Paper,61,Blanchet & Associes,11/27/2015
THREE FIGURES BY A FOUNTAIN IN CARACAS (RECTO) SAN LAZARO (VERSO),"$9,560","$9,180","$12,240",Inscribed,"10.43"" x 8.07""",not given,"Mixed Media  watercolour, wash, pencil / Paper",257,"Sotheby's London, New Bond Street",11/25/2015
SEATED FIGURES,"$3,250","$4,000","$6,000",unknown,"9.00"" x 11.38""",not given,Pencil / Paper,188,The Potomack Company,11/21/2015
Paysanne et enfant faisant du feu,"$53,780","$43,020","$64,530",Signed Initials,"18.43"" x 18.90""",not given,Charcoal  and watercolor / Vellum,165,Ader Nordmann,11/13/2015
Étude de paysans sur une aire de battage,"$3,813","$3,226","$4,302",Signed Monogram,"9.45"" x 12.01""",not given,Mixed Media  charcoal and white chalk on gray laid,166,Ader Nordmann,11/13/2015
Marché aux oeufs,"$5,540","$2,688","$3,226",Signed Monogram,"11.69"" x 9.92""",not given,Pen and ink / Card,167,Ader Nordmann,11/13/2015
Deux femmes portant une meule de foin,"$3,937","$3,226","$4,302",Signed Lower Left,"8.46"" x 9.84""",not given,Pen and ink / Vellum,168,Ader Nordmann,11/13/2015
Quai de la Bourse,"$36,300","$32,270","$43,020",Signed and Dated,"7.24"" x 10.04""",1898,Watercolor / Vellum,286,Karl & Faber Kunstauktionen,11/13/2015
Enfant de profil,"$18,750","$7,000","$10,000",Stamped,"10.25"" x 7.63""",c.1890-92,Pencil / Paper,1054,"Christie's New York, Rockefeller Center",11/13/2015
Portrait du fils de l'artiste: Ludovic-Rodolphe,"$57,500","$60,000","$80,000",Stamped,"12.25"" x 9.88""",c.1885-88,Watercolor and pencil / Paper,1055,"Christie's New York, Rockefeller Center",11/13/2015
Paysan et paysanne dans les champs,"$269,000","$150,000","$250,000",Signed Lower Left,"12.13"" x 23.50""",c.1882,Gouache / Silk,1070,"Christie's New York, Rockefeller Center",11/13/2015
Baigneuses,"$65,000","$70,000","$100,000",Signed Initials,"11.50"" x 9.00""",c.1896,Watercolor and gouache / Paper,1076,"Christie's New York, Rockefeller Center",11/13/2015
Anes au pâturage,"$245,000","$250,000","$350,000",Signed and Dated,"14.88"" x 29.88""",1862,Oil / Canvas on board,1281,"Christie's New York, Rockefeller Center",11/13/2015
"Les coteaux de Chou, Pontoise","$2,965,000","$2,500,000","$3,500,000",Signed and Dated,"23.75"" x 29.00""",1882,Oil / Canvas,5,"Christie's New York, Rockefeller Center",11/12/2015
